Name,Released,ESRB,Rating,Genres,Platforms,Metacritic,Publishers,Tags,Description,ImageURL
Lucius,2012-10-25,Adults Only,3.13,"Action, Adventure, Indie",PC,59,Shiver Games,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, Third Person, Horror, Funny, Gore, Difficult, Stealth, Dark, Point & Click, Nudity, Mature, Villain Protagonist","06.06.1966 - an unusual number of sixes on this date, perhaps, somehow affected the character of one boy, born that day - Lucius. And certainly his character was influenced by the fact that his father is Lucifer himself, who on the sixth day after birth informed the boy that he had prepared many gifts for him. But to get these gifts, the boy needs a little work. Namely - to finish off everyone who lives with the boy in the same house or just inappropriately appeared next to him. This is a lot of",https://media.rawg.io/media/games/679/67900b47263413bd65fc0032ad966e0b.jpg
Assetto Corsa,2014-12-19,N/A,3.9,"Simulation, Sports, Racing, Indie","Xbox One, PlayStation 4, PC",85,"505 Games, Kunos Simulazioni","Singleplayer, Steam Achievements, Multiplayer, Open World, First-Person, Partial Controller Support, Steam Leaderboards, Online multiplayer, Controller, Includes level editor, Moddable, Replay Value, Realistic, Physics, VR, 3D Vision, Driving, TrackIR, Artificial Intelligence","NEXT GENERATION RACING SIMULATOR
Assetto Corsa features an advanced DirectX 11 graphics engine that recreates an immersive environment, dynamic lighthing and realistic materials and surfaces. The advanced physics engine is being designed to provide a very realistic driving experience, including features and aspects of real cars, never seen on any other racing simulator such as tyre flat spots, heat cycles including graining and blistering, very advanced aerodynamic simulation with active movable",https://media.rawg.io/media/games/133/133e752b7488e7f2afe45923b9f790a2.jpg
Night in the Woods,2017-02-21,Teen,4.25,Adventure,"Linux, macOS, PC, iOS, Nintendo Switch, Xbox One, PlayStation 4",88,Finji,"Singleplayer, Full controller support, Atmospheric, Great Soundtrack, Story Rich, 2D, Horror, Funny, Exploration, Female Protagonist, controller support, Cute, Mystery, Colorful, Side Scroller, Walking Simulator, overlay, Drama, Kickstarter, cloud saves","Night in the Woods is a quest game developed by Infinite Fall.

###Plot
Night in the Woods takes place in a universe of anthropomorphic animals. A cat named May returns back to her hometown of Possum Springs because of a dissociative disorder that does not let her recognize other people something other than rectangular shapes. May had dropped out of college and she does not know what to do with her life yet. She got back into the town to hang out with her old friends or simply walk around the to",https://media.rawg.io/media/games/b0a/b0a370527fea0e824225269d4a8797db.jpg
Black Squad,2017-07-28,Everyone,2.58,"Action, Massively Multiplayer",PC,,NEOWIZ,"Singleplayer, Multiplayer, Co-op, Open World, cooperative, First-Person, FPS, Gore, Violent, Free to Play, Online multiplayer, Tactical, Early Access, PvP, War, In-App Purchases, Team-Based, Military","Black Squad is a free-to-play multiplayer shooter developed by NS Studio. 

###Story
A new terrorist organization known as Viper Circle emerges. The group seeks world domination by eliminating political figures and executing terrorist attacks. A group of peacemakers opposing them.

###Gameplay
In Black Squad players engage in competitive team versus team matches in a variety of game modes. As in most free-to-play shooters, the game features an in-game shop where players can buy skins for their g",https://media.rawg.io/media/screenshots/bf9/bf985433cad316bdc03ae737cf7fc81e.jpg
Dungeon Siege 3,2011-05-31,N/A,3.11,"Action, RPG","PC, PlayStation 3, Xbox 360",72,Square Enix,"Fantasy, Magic, character, murder, click, dungeon","In Dungeon Siege III, 150 years have passed since the ending of the original Dungeon Siege. Some 30 years ago, a woman named Jeyne Kassynder led the rebellion and took over the power in the fantasy realm of Ehb. Kassynder framed the heroic 10th Legion, featured in Dungeon Siege, for the murder of the king, and nearly annihilated them.
The player takes the role of an heir to one of the last surviving Legion members. There are four possible protagonists with pre-scripted backstories to choose from",https://media.rawg.io/media/games/a8d/a8d08a70ce7a4f3263bedf5d764fc538.jpg
Tomb Raider V: Chronicles,2000-11-17,Teen,3.35,"Action, Shooter, Adventure","Dreamcast, Classic Macintosh, PlayStation, PC",,"Square Enix, Aspyr, Eidos Interactive","Singleplayer, Third Person, Classic, Female Protagonist, Action-Adventure, Lara Croft, Single player only","Tomb Raider V: Chronicles is an action-adventure game, the fifth main installment in Tomb Raider series and sequel to 1999 game Tomb Raider: The Last Revelation. 

###Plot 
The story continues the plot of the Last Revelation. After the collapse of Great Pyramid of Giza, the games protagonist Lara Croft is presumed dead. Her three friends come together on her funeral and tell three stories about her recent adventures that did not appear in previous games. These three stories take the most of the",https://media.rawg.io/media/games/ff1/ff1f2c5ca5bd645b6ab10e15c0bcce23.jpg
Worms Revolution,2012-10-09,N/A,3.58,"Strategy, Simulation","PC, PlayStation 3, Xbox 360",73,Team17 Digital,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Co-op, cooperative, 2D, Partial Controller Support, Funny, Steam Leaderboards, Classic, Comedy, Split Screen, Local Co-Op, Tactical, Local Multiplayer, Turn-Based, Family Friendly, Physics, Side Scroller, Team-Based, Turn-Based Strategy, 2.5D, 4 Player Local","Worms Revolution is a Team17 game and the 18th part of Worms series, counting as many as 25 titles total. It is the turn-based game with a heavy accent on customizable characters and environment. The game features single- and multiplayer while giving the players an opportunity to play in cooperative with the hotseat feature allowing them to take turns one at a time.
It is hard to say that ""Worms"" has any plot at all: there is barely even hints, which may prompt the player to understand the etern",https://media.rawg.io/media/screenshots/197/197780c33719b9b2e4d3619a527f3c21.jpg
Far Cry New Dawn,2019-02-15,Mature,3.36,"Action, Shooter, Adventure, Arcade","PlayStation 4, PC, Xbox One",73,Ubisoft Entertainment,"Singleplayer, Atmospheric, Co-op, Open World, cooperative, First-Person, Partial Controller Support, Horror, FPS, Online Co-Op, Funny, Exploration, Survival, Stealth, Action-Adventure, Character Customization, Post-apocalyptic, America, microtransactions","Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe.
Join fellow survivors and lead the fight against the dangerous new threat the Highwaymen, and their ruthless leaders The Twins, as they seek to take over the last remaining resources. 

FIGHT FOR SURVIVAL IN A POST-APOCALYPTIC WORLD
 Take up arms on your own or with a friend in two player co-op in an unpredictable and transformed world

COLLIDE AGAINST TWO ALL NEW VILLAINS
",https://media.rawg.io/media/games/6d2/6d27cf9c22f2b28cf3ae706464d138f9.jpg
Gears of War 3,2011-09-20,Mature,4.2,Shooter,"Xbox 360, Xbox One",91,Microsoft Studios,exclusive,"(Online Interactions Not Rated by the ESRB)  The Games on Demand version supports  English, French. Gears of War 3 is the spectacular conclusion to one of the most memorable and celebrated sagas in videogames. Developed by Epic Games exclusively for Xbox 360, Gears of War 3 plunges players into a harrowing tale of hope, survival and brotherhood.  In Gears of War 3, players fight on as Marcus Fenix, the grizzled war hero and leader of Delta Squad. Eighteen months after the fall of the last ",https://media.rawg.io/media/games/422/4228842dcfaef2a83bdb14c2a3ca2165.jpg
Gears of War 4,2016-10-11,Mature,3.91,"Action, Shooter","Xbox One, PC, Xbox Series S/X",85,Microsoft Studios,"Singleplayer, Multiplayer, Sci-fi, Violent, exclusive, Aliens, w10 exclusive, chainsaw, cover","Gears of War 4 is a third-person shooter, a follower of Gears of War 3, set 25 years after its events. The game combines classic shooter mechanics with tactical elements and changing weather conditions that directly affect the gameplay. 

The story is set on Sera planet where humanity survives one threat after another. The peace reached after the war with Locust didnt last for long. The Coalition, the ruling force, is confronted by Outsiders who claim the current order to be a military dictator",https://media.rawg.io/media/games/079/079175933a50b2bf202edd6aa17be19c.jpg
Trine 3: The Artifacts of Power,2015-04-20,N/A,3.61,"Action, Adventure, Indie","Nintendo Switch, PlayStation 4, macOS, PC, Linux",,Frozenbyte,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, cooperative, Fantasy, Split Screen, Local Co-Op, Controller, Local Multiplayer, Steam Workshop, Includes level editor, controller support, Short, Physics, 3D Vision, achievements, 3D Platformer","Trine is a mystical artifact that at some point in the past chose three mighty heroes to make sure that the land would be safe and the balance would be restored in time. Brave Knight Pontius, agile Thief Zoya and Amadeus the Wizard are called again to find out the source of the disturbance. 

After the events of the second game, all three heroes had their time to rest, but now, after they answered a new call, the prisoner of the Artifacts, Sarek, has broken out and is planning to corrupt the wor",https://media.rawg.io/media/screenshots/0fb/0fbd117f2417089f4527eeb05f7dca87.jpg
Serious Sam Classics: Revolution,2014-04-30,N/A,3.51,"Action, Indie",PC,,Devolver Digital,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Co-op, cooperative, First-Person, Sci-fi, Partial Controller Support, FPS, Gore, Difficult, Steam Leaderboards, Classic, Comedy, Split Screen, stats, Early Access, Steam Workshop, Includes level editor, exclusive, true exclusive","Serious Sam Classics: Revolution is a unified version of the Croteam's original Serious Sam Classic: The First Encounter and Serious Sam Classic: The Second Encounter experience, which is currently in development by Alligator Pit, an indie development team made of Serious Sam fans with the support of Croteam. Serious Sam Classics: Revolution, along with newly developed content by Alligator Pit, also includes all levels from both Classics and is powered by an updated Serious Engine 1 featuring al",https://media.rawg.io/media/screenshots/017/017e1f2c593b4f1a036f96b9ccdbd500.jpg
Downwell,2015-10-14,N/A,3.85,"Action, Adventure, Arcade, Casual, Indie, Platformer","PS Vita, PlayStation 4, Nintendo Switch, iOS, Android, PC",81,"Devolver Digital, GHI Media","Singleplayer, Steam Achievements, Great Soundtrack, 2D, Partial Controller Support, Difficult, Steam Leaderboards, Pixel Graphics, Retro, controller support, Roguelike, Fast-Paced, overlay, Roguelite, Shoot 'Em Up, Procedural Generation, GameMaker","This is a procedurally generated rogue-lite, that lets players to explore the depths of a well. Taking a role of Welltaro, local curious man, players will drop down the well to kill monsters and collect the treasure. Simple three button controls are consisting of left and right movement and an action button. The action button will make a character jump, and while airborne, pressing and holding the button will give players the ability to shoot below them from the gunboots. But ammo is limited and",https://media.rawg.io/media/screenshots/e9c/e9ce72a3e2c1ac344e8876d6bb0dcf50.jpeg
Cuisine Royale,2018-06-15,N/A,2.59,"Action, Massively Multiplayer","PlayStation 4, Xbox One, PC",,"Gaijin Entertainment, Gaijin Distribution KFT","Multiplayer, Co-op, Open World, cooperative, First-Person, Horror, FPS, Funny, Survival, Comedy, Violent, Free to Play, Online multiplayer, Early Access, Anime, Nudity, Memes, World War II","Cuisine Royale is an all-kitchen-warfare Battle Royale game with the most honest system for Loot Boxes ever. Originally an April Fools joke from developers of squad based MMO shooter Enlisted, Cuisine Royale was highly appreciated by players and is now released as a stand-alone title.

###Features
 - Dinnerware will finally be able to show off its true potential: Use a colander as head protection, equip a 
wok as a formidable breastplate, or strap on a massive waffle maker to be protected even ",https://media.rawg.io/media/screenshots/319/319262248c762977f7f8d0557988b9e6.jpg
The Bridge,2013-02-21,N/A,3.27,"Strategy, Casual, Indie, Puzzle","PC, Nintendo Switch, Xbox One, Xbox 360, PS Vita, PlayStation 4, PlayStation 3, Wii U, macOS, Linux",74,"Midnight City, The Quantum Astrophysicists Guild","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, 2D, Difficult, Physics, Surreal, Hand-drawn, puzzles","The goal of the game is to pass level by level, finding an exit from each to the next. The difficulty, the challenge and at the same time the solution is that the levels are designed in the world of drawings by M. C. Escher. Top, bottom, right, left, floor, ceiling, stairs and walls are not in their usual places, not fixed and pass into each other quite differently than in the real world. However, the solution is sought precisely by turning over, rotating and other unusual, impossible actions wi",https://media.rawg.io/media/screenshots/5a3/5a36930b16d9b1949d8c8c92b5a28d89.jpg
Star Wars: Squadrons,2020-10-02,Teen,3.17,"Action, Simulation","Xbox One, PlayStation 4, PC",79,Electronic Arts,"Singleplayer, Multiplayer, Full controller support, Co-op, cooperative, First-Person, Sci-fi, Online Co-Op, PvP, Space, Captions available, VR, Online PvP, Flight, Star Wars","Master the art of starfighter combat in the authentic piloting experience STAR WARS: Squadrons. Buckle up and feel the adrenaline of first-person, multiplayer space dogfights alongside your squadron. Pilots who enlist will step into the cockpits of starfighters from both the New Republic and Imperial fleets and fight in strategic 5v5 space battles. Modify your starfighter, and adjust the composition of your squadron to suit varying playstyles and crush the opposition. Pilots will triumph as a t",https://media.rawg.io/media/games/b19/b191ff2b8ccb646d1d2d9297ed5c7e89.jpg
Tacoma,2017-08-01,Mature,3.67,"Adventure, Indie","PlayStation 4, Xbox One, macOS, PC, Linux",78,The Fullbright Company,"Singleplayer, Steam Achievements, Full controller support, Horror, Walking Simulator, LGBTQ+","Tacoma is an indie adventure game developed by Fullbright.

###Story
In 2088, corporations heavily influence social life. These conglomerates are the pioneers of space travel, space construction, and artificial intelligence development. The economy promoting loyalty to a select corporation is established. 

The game takes place on the Tacoma space station. It serves as a transit hub between Earth and a resort built upon Moon. Amy Ferrier is hired by the corporation that operates the station to i",https://media.rawg.io/media/games/256/256a3188c2907eff4d7721ce044df5d7.jpg
Styx: Shards of Darkness,2017-03-13,Mature,3.36,"Action, Adventure","Xbox One, PlayStation 4, PC",72,Focus Home Interactive,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Co-op, Open World, cooperative, Third Person, Online Co-Op, Fantasy, Difficult, Comedy, Violent, Stealth, Dark Fantasy, Memes, Parkour, Steampunk, Dark Humor, Assassin","Twitch Dev Session
About the GameStyx returns in a new stealth adventure!
Explore and master huge open environments, sneak past or assassinate new enemies and bosses, and experiment with the new array of lethal abilities and weapons in our goblin assassin's arsenal.
Sneak your way alone, or with a friend in coop mode! Climb the dizzying Elven city, traverse the perilous territory of the Dwarfs, and survive vast unexplored lands filled with lethal dangers to fulfill your mission failure to succe",https://media.rawg.io/media/games/b43/b43c8d475172bf6cbeeba1153ea569d5.jpg
Sunless Sea,2015-02-05,Teen,3.69,"Adventure, RPG, Indie","Linux, iOS, PC, macOS",81,Failbetter Games,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, Open World, 2D, Horror, Exploration, Sandbox, Survival, Dark, Roguelike, overlay, Roguelite, Steampunk, Kickstarter, Gothic, Lovecraftian","###The help from Kickstarter backers
This is a role-playing game with roguelike elements from the independent British studio Failbetter Games. The money was collected on Kickstarter, just 4 271 backers supported the game, and donated a little over a hundred thousand pounds to its development. The game is available for solo completion on PC, Mac, and Linux.

###Story and setting
The player tries on the role of the captain of the ship. Captain's backstory is fully customizable. The game is a spin-",https://media.rawg.io/media/games/c32/c323f9c17ac95c363772bb9ff3693dc6.jpg
The Council,2018-03-12,Mature,3.61,"Action, Adventure, RPG","Xbox One, PlayStation 4, PC",76,Focus Home Interactive,"Singleplayer, Full controller support, Steam Cloud, Atmospheric, RPG, Story Rich, Horror, Violent, Point & Click, Nudity, Mystery, Choices Matter, Historical, Detective, Episodic, Illuminati","The Complete Season of The Council grants you access to all 5 episodes.
The Council is an episodic game like no other. Delivering a fresh new take on the Narrative Adventure, your choices and character growth truly matter. Make hard-hitting decisions, but also develop an array of skills to directly impact how the story unfolds. With permanent, long-lasting consequences, there is no going back. Plunge into a tale of intrigue and manipulation in the style of a classic murder mystery, living with a",https://media.rawg.io/media/games/123/123e035701a975f5d96c233f4048eed2.jpg
The Escapists 2,2017-08-21,N/A,3.56,"Strategy, Simulation, Indie","PlayStation 4, Xbox One, Nintendo Switch, Linux, macOS, PC",74,Team17 Digital,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Co-op, Open World, cooperative, 2D, Online Co-Op, Funny, Difficult, Steam Leaderboards, Sandbox, Online multiplayer, Split Screen, Stealth, Local Co-Op, Pixel Graphics, Local Multiplayer, role-playing, Character Customization, Crafting","The Ultimate Prison Sandbox!
Risk it all to breakout from the toughest prisons in the world. Explore the biggest prisons yet, with multiple floors, roofs, vents and underground tunnels.
Youll have to live by the prison rules, attending roll call, doing prison jobs and following strict routines; all the while secretly engineering your bid for freedom!
Your prison escape antics will take you from the frosty Fort Tundra, a train hurtling through the desert, and even to the final frontier!Escape Te",https://media.rawg.io/media/screenshots/8f6/8f69fbc424a579cbdb4b3199ab6c262a.jpg
System Shock (1994),1994-09-23,Mature,4,"Action, Shooter, RPG",PC,85,"Nightdive Studios, Night Dive Studios","Singleplayer, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, First-Person, Sci-fi, Horror, FPS, Classic, Pixel Graphics, Dark, Retro, Space, Cyberpunk, Metroidvania, 1990's, Cult Classic, Immersive Sim, puzzle-elements, dark-sci-fi, 1st-person-perspective, dark sci-fi","A first-person fight to the death in the depths of space.
You're a renowned hacker, the most notorious cyberspace thief in the corporate world. Caught during a risky break-in, you become indentured to Diego, a greedy Trioptium exec who bankrolls a rare cyberjack implant operation. After six months in a healing coma, you awaken to the twisted aftermath of a terrible disaster. Where are the surgeons? Why is the station in such disrepair? Slowly, the chilling realization that something is very wron",https://media.rawg.io/media/games/202/20253cf9a7bd4f3ddb26bf68cf9117ba.jpg
DuckTales: Remastered,2013-08-13,Everyone,3.77,"Adventure, Platformer","PlayStation 3, Xbox 360, Wii U, iOS, Android, Xbox One, PC",73,Capcom,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, 2D, Horror, Difficult, Steam Leaderboards, Exploration, Classic, Retro, Family Friendly, Short, Remake, Cartoon","DuckTales Remastered is a platforming game developed by Capcom. It is the reboot of the original DuckTales released on NES.

After The Beagle Boys go after Scrooge's money once again, a mysterious painting was found by Big Time Beagle and was left at Scrooge's manor. The painting reveals the five treasures and Scrooge sets out to find them.

DuckTales Remastered is a 2.5-dimensional game. The character sprites are 2D and are hand-drawn while the levels are 3D modeled. The gameplay resembles the ",https://media.rawg.io/media/games/36d/36dbcc51d45ae1105c7cb744a5fa6e2a.jpg
Crysis 3,2013-02-19,Mature,3.69,"Action, Shooter, Adventure, Strategy","Xbox One, Xbox 360, PC, PlayStation 3",76,Electronic Arts,"Singleplayer, Multiplayer, Full controller support, Story Rich, Open World, First-Person, Sci-fi, FPS, Gore, Sandbox, Violent, Stealth, PvP, Online PvP, Story, city, race, Benchmark, Solo, alien, fast, demo, jungle, meme","A game that began life as a tech demo, but became a meme instead. The question ""But can it run Crysis?"" is the true measurement of PC power. Designed by the German studio Crytek Crysis 3 continues the story begun in the second part.

The year is 2047, New York, where evil corporation CELL built Nanodome on top of the city and turned the metropolis into a real jungle. In addition to mundane enemies, the alien race of Ceph threatens humanity who pursues its goals. The player gains control of Proph",https://media.rawg.io/media/games/1c6/1c61ef4ce04bce876841118580b03ccb.jpg
Mini Metro,2015-11-05,N/A,4.1,"Strategy, Simulation, Indie, Puzzle","Nintendo Switch, iOS, PC, macOS, Linux, PlayStation 4, Android",77,"AGM PLAYISM, Radial Games, Dinosaur Polo Club","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Great Soundtrack, 2D, Difficult, Steam Leaderboards, Building, overlay, Management, Relaxing, achievements, Minimalist, Touch-Friendly, Education, Mouse only, Solo, leaderboards, Trains, transportation","Mini Metro is an indie puzzle strategy game about building a rail transit network. You have to provide transport in continually growing cities by building stations, railways and disposing of trains. The number of passengers continually increases, and once any of the stations reaches its capacity limit, the game is over. With each in-game week, you get new trains and upgrades that allow you to upgrade stations capacity or give you additional tunnels, rail lines or train carriages.  
Every level i",https://media.rawg.io/media/games/c49/c4983df94a8a8167d652b812de742da8.jpg
"Warhammer 40,000: Dawn of War II Chaos Rising",2010-03-11,Mature,3.94,"RPG, Strategy","PC, macOS, Linux",85,"SEGA, Feral Interactive, THQ","Singleplayer, Multiplayer, Steam Cloud, RPG, Co-op, cooperative, Sci-fi, Gore, Tactical, Space, War, RTS, Blood, Real-Time, secrets, Games Workshop, work, Warhammer 40K, interactive, office, ice","Warhammer 40,000: Dawn of War II Chaos Rising is the second expansion of Warhammer 40,000: Dawn of War II. It offers new characters Chaos Space Marines and adds new units to all other races. The game takes place in the Blood Ravens work which is in Aurelia. It seems, that Aurelia was lost to the Warp a long time ago, but now it has reappeared. 10 years have passed since the events of Dawn of War II, in invasion of Tyranid is already defeated and Blood Raven heroes from the previous game have ret",https://media.rawg.io/media/screenshots/6f3/6f3855fc42784a7da7bdc4cf325b0d30.jpg
Little Nightmares II,2021-02-10,Teen,4.38,"Action, Adventure, Platformer","PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One",82,Bandai Namco Entertainment,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Story Rich, Horror, Stealth, Action-Adventure, Dark, Steam Trading Cards, Thriller, Puzzle Platformer","Return to the world of charming horror that has terrified over 1 million fans. Face a completely new set of distorted enemies as Mono, and learn how to be as courageous as a child.",https://media.rawg.io/media/games/c2a/c2a7dc4540eb79aaff7099ae691105d3.jpg
Watch Dogs: Legion,2020-10-29,Mature,3.11,"Action, Shooter, Adventure","PC, Xbox One, Xbox Series S/X, PlayStation 4, PlayStation 5",72,Ubisoft Entertainment,"Singleplayer, Multiplayer, RPG, Co-op, Open World, cooperative, Partial Controller Support, Online Co-Op, Gore, Violent, Action-Adventure, Action RPG, PvP, Nudity, In-App Purchases, Physics, Sexual Content, Cyberpunk, Online PvP, city, friends, console, Immersive Sim, offline, Hacking, skill, future, unique, open-world, Dogs","In Watch Dogs Legion, you get to build a resistance from virtually anyone you see as you hack, infiltrate, and fight to take back a near-future London that is facing its downfall, courtesy of state surveillance, private military, and organized crime.

Recruit a well-rounded team to overthrow the wankers ruining this once-great city. The fate of London lies with you.

Each character has their own backstory, personality, and skill setall of which comes into play as you personalize your team. Swap",https://media.rawg.io/media/games/415/41563ce6cb061a210160687a4e5d39f6.jpg
SteamWorld Heist,2015-12-10,Everyone 10+,3.94,"Action, Adventure, RPG, Strategy, Indie, Platformer","Nintendo 3DS, PS Vita, Nintendo Switch, Wii U, PlayStation 4, iOS, PC, macOS, Linux",81,"Image & Form, Image & Form International","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, 2D, Sci-fi, Female Protagonist, role-playing, Turn-Based, controller support, Robots, Steampunk, Turn-Based Tactics, Heist","Steamworld Heist is a pirate-themed turn-based strategy with shooter and platformer elements. You take on the role of a pirate captain, Piper, as she recruits robots and leads them through space to capture enemy ships. The game has a side-scrolling perspective, and most levels are procedurally generated.

The main resource in the games universe is water, and all power try to get it. But unexpectedly one more side appears in this conflict: aggressive steambots that attack people. Only Piper can ",https://media.rawg.io/media/games/e49/e49256363789d1dec316edf8ebb27ccf.jpg
Project CARS,2015-05-06,Everyone,3.57,"Simulation, Sports, Racing","PlayStation 4, Xbox One, PC",83,"Bandai Namco Entertainment, Slightly Mad Studios","Singleplayer, Multiplayer, Atmospheric, Co-op, Open World, cooperative, First-Person, Third Person, Partial Controller Support, Controller, Realistic, Physics, VR, Driving, TrackIR","With the help of original technical solutions, the game manages to offer a fully dynamic SETA model of tires, as well as a system of dynamic day and weather change. The player feels how the car adjusts the behavior depending on the work of braking assistance or stability control.

The game has more than 110 cars, their number is constantly growing. Each car has its distinct characteristics, in its own way behaves on the road. The game has about forty race tracks, and if you consider different co",https://media.rawg.io/media/games/05a/05a6ca96307b25626d1af5607a8c96a8.jpg
Fistful of Frags,2014-05-09,N/A,3.12,"Action, Indie","Linux, macOS, PC",,Fistful of Frags Team,"Steam Achievements, Multiplayer, RPG, Co-op, cooperative, First-Person, FPS, Online Co-Op, Funny, Steam Leaderboards, Classic, Survival, Comedy, Free to Play, Online multiplayer, Local Multiplayer, stats, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Historical, Includes Source SDK, Western, Mod","Fistful of Frags is a western-themed modification created on the Source engine. This is the same engine that was used by Valve for their hits like Half-Life and Team Fortress 2. The game started as a Half-Life mode but was renewed and re-released in 2014. The name of the game is a pun on Sergio Leone's famous western movie A Fistful of Dollars.

###Weapons
The game offers a variety of XIX century weapons. In Fistful of Frags, there are five weapon classes (melee, pistols, rifles, shotguns, and s",https://media.rawg.io/media/screenshots/d2d/d2da7735c7f8a2a765c4649a650e2c30.jpg
Tunic,2022-03-16,Everyone,4.11,"Action, Adventure, Indie","PlayStation 5, PlayStation 4, macOS, PC, Nintendo Switch, Xbox One, Xbox Series S/X",86,Finji,"Singleplayer, Full controller support, Isometric","Explore a land filled with lost legends, ancient powers, and ferocious monsters in TUNIC, an isometric action game about a small fox on a big adventure. Stranded on a mysterious beach, armed with only your own curiosity, you will confront colossal beasts, collect strange and powerful items, and unravel long-lost secrets.

Explore a hostile and intricately-connected world of shady forests, sprawling ruins, and labyrinthine catacombs
Fight mighty bosses deep beneath the earth, high above the cloud",https://media.rawg.io/media/games/2c1/2c1984e128ac48b89953ed4de4904a3b.jpg
Sanctum,2011-04-15,N/A,3.3,"Action, Shooter, Strategy, Casual, Indie","PC, macOS",70,Coffee Stain Studios,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Great Soundtrack, Co-op, Open World, cooperative, First-Person, Sci-fi, Partial Controller Support, FPS, Online Co-Op, Steam Leaderboards, Female Protagonist, Survival, Tactical, Cross-Platform Multiplayer, exclusive, Futuristic, true exclusive, Tower Defense","An experimental game that tries to combine first-person shooters and tower defense genres. Players take control of the elite soldier Skye, who was sent to defend her hometown from a crowd of unknown alien-monsters.

At the beginning of each map, the player has time to place the attacking towers and build a maze along which hostile creatures will move. The main task is to protect the core, which can withstand a small amount of damage.

There are 8 types of the tower, which differ in functionality",https://media.rawg.io/media/screenshots/486/4867553de7f93ab572102c47570a9050.jpg
Chaos on Deponia,2012-10-12,Teen,4.06,"Adventure, RPG, Indie","PlayStation 4, Nintendo Switch, Linux, macOS, PC, iOS, Xbox One",78,Daedalic Entertainment,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, 2D, Sci-fi, Funny, Comedy, Point & Click, Dystopian, achievements, Dark Humor, Hand-drawn","The second game in the Deponia series is set in a whimsically cartoonish future world and is defined by its emphasis on characters and humor. Once again, the player controls Rufus, a selfish yet loveable rogue, who tries to leave his home planet Deponia and move to the luxurious space station Elysium. His cyborg girlfriend Goal got into trouble because of Rufuss faults, and he has to save her. The plot, character interactions, and many jokes rely on the assumption that the player is already fam",https://media.rawg.io/media/games/6bc/6bc337100b6f6b7afb638bc0806c0b6d.jpg
American Truck Simulator,2016-02-02,N/A,3.99,"Simulation, Indie","Linux, macOS, PC",76,SCS Software,"Singleplayer, Steam Achievements, Multiplayer, Atmospheric, steam-trading-cards, Open World, First-Person, Third Person, Partial Controller Support, Exploration, Steam Workshop, Includes level editor, Moddable, Family Friendly, exclusive, Realistic, true exclusive, Management, Relaxing, Driving, Economy, America","Just UpdatedWe've rescaled the whole map from 1:35 to 1:20. Enjoy!
About the GameExperience legendary American trucks and deliver various cargoes across sunny California, sandy Nevada, and the Grand Canyon State of Arizona. American Truck Simulator takes you on a journey through the breathtaking landscapes and widely recognized landmarks around the States.
Game mechanics are based on the highly successful model from Euro Truck Simulator 2 and have been expanded with new features, creating the mo",https://media.rawg.io/media/screenshots/135/135a00cf33b0c860fcb366747e95b89b.jpg
Mirage: Arcane Warfare,2017-05-23,N/A,2.17,"Action, Indie",PC,74,Torn Banner Studios,"Multiplayer, steam-trading-cards, Great Soundtrack, First-Person, Third Person, Partial Controller Support, FPS, Fantasy, Gore, Violent, Online multiplayer, PvP, Magic","Multiplayer adventure from Torn Banner Studios was released in May 2017.

The main gameplay mechanic of the game is a team multiplayer shooter from the first person perspective. The main bet was on melee fighting and the magical abilities of the characters. Players could choose from six classes that differed in skills and roles in the game. There are several modes available in the game: deathmatch and various mission options such as Capture the Flag and Payload modes.

The game was available f",https://media.rawg.io/media/screenshots/bb6/bb69662c8fb265e790d07039dd30066c.jpg
